frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1,3180,[882.578857421875 1365.84521484375 1560.7176513671875 1987.9622802734375],[1105.7154541015625 1778.0015869140625 1345.394287109375 1862.6966552734375],0.3861902952194214,NA13NRU,0.9452671960332533
1,3182,[2325.28759765625 1163.923095703125 2932.862548828125 1740.6827392578125],[2538.734619140625 1571.5684814453125 2710.95263671875 1632.8193359375],0.2658999264240265,LV51TSU,0.26024573776157267
2,3182,[2327.3154296875 1166.896484375 2933.448486328125 1750.2904052734375],[2536.44189453125 1579.3521728515625 2708.460205078125 1639.0887451171875],0.27648770809173584,HU51TSU,0.24339855777584626
3,3182,[2328.77978515625 1174.9556884765625 2927.19482421875 1757.6788330078125],[2542.431884765625 1580.49560546875 2709.7470703125 1644.5169677734375],0.5200934410095215,HW51VSU,0.27993477156145585
3,3180,[872.2793579101562 1388.88623046875 1556.549072265625 2017.7196044921875],[1080.0408935546875 1801.6595458984375 1324.5146484375 1892.0848388671875],0.1436786949634552,NA13NRU,0.8872192030918101
4,3182,[2328.523681640625 1182.500732421875 2928.02490234375 1763.2452392578125],[2540.5732421875 1586.4661865234375 2711.887451171875 1651.6123046875],0.5384628772735596,HV51VSU,0.16318166769442602
4,3180,[868.1649780273438 1393.05078125 1555.2630615234375 2022.48095703125],[1085.1429443359375 1804.987548828125 1327.9049072265625 1893.8804931640625],0.14434315264225006,NA13NRU,0.888290084025177
5,3182,[2330.837158203125 1183.4512939453125 2925.691650390625 1767.830078125],[2539.770263671875 1594.783447265625 2717.494384765625 1667.0994873046875],0.6348205804824829,ML51TSU,0.43856428064322406
5,3180,[864.7457275390625 1398.514404296875 1549.5928955078125 2027.18896484375],[1082.369140625 1815.048828125 1333.4827880859375 1901.0159912109375],0.1865561604499817,NA13NRU,0.7666621488561995
6,3180,[857.89990234375 1405.295654296875 1546.4649658203125 2039.311767578125],[1091.6370849609375 1831.048095703125 1332.3135986328125 1907.3670654296875],0.20493687689304352,N43NRU,0.958396080126215
6,3182,[2330.34814453125 1188.048583984375 2927.136474609375 1772.805908203125],[2539.464599609375 1607.088134765625 2717.56884765625 1670.5009765625],0.28480109572410583,HL51VSU,0.20135547539587378
7,3180,[855.680908203125 1410.3822021484375 1546.0257568359375 2044.9764404296875],[1068.5101318359375 1827.7738037109375 1322.0042724609375 1917.5650634765625],0.4339120388031006,N43NRU,0.9091757613494527
8,3180,[849.8348999023438 1418.7357177734375 1541.04833984375 2056.662841796875],[1066.4749755859375 1836.3406982421875 1315.931640625 1926.9658203125],0.5219588875770569,NA13NRU,0.8795528506427109
8,3182,[2333.92626953125 1193.921875 2935.210205078125 1789.4920654296875],[2541.178955078125 1615.2127685546875 2720.704833984375 1676.685791015625],0.2234647572040558,MD51VSU,0.5393652488757422
9,3182,[2332.773193359375 1197.2615966796875 2932.480224609375 1797.4473876953125],[2550.90771484375 1621.175048828125 2722.76318359375 1679.9586181640625],0.3561190366744995,M51VSU,0.4702890611946402
